,source,flaw_line_indices,flaw_lines
320,"long long mkvparser::ReadUInt(IMkvReader* pReader, long long pos, long& len) {
  assert(pReader);
  assert(pos >= 0);
  int status;
  //#ifdef _DEBUG
  //    long long total, available;
  //    status = pReader->Length(&total, &available);
  //    assert(status >= 0);
  //    assert((total < 0) || (available <= total));
  //    assert(pos < available);
  //    assert((available - pos) >= 1);  //assume here max u-int len is 8
  //#endif

len = 1;
unsigned char b;
  status = pReader->Read(pos, 1, &b);

if (status < 0)  // error or underflow
return status;

if (status > 0) // interpreted as ""underflow""
return E_BUFFER_NOT_FULL;

if (b == 0) // we can't handle u-int values larger than 8 bytes
return E_FILE_FORMAT_INVALID;

unsigned char m = 0x80;

while (!(b & m)) {
m >>= 1;

++len;
}

  //#ifdef _DEBUG
  //    assert((available - pos) >= len);
  //#endif
long long result = b & (~m);
++pos;

for (int i = 1; i < len; ++i) {
status = pReader->Read(pos, 1, &b);

if (status < 0) {
len = 1;
return status;
}

if (status > 0) {
len = 1;
return E_BUFFER_NOT_FULL;
}

result <<= 8;
result |= b;

++pos;
}


return result;
}
","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 26, 27, 28, 32]","  assert(pReader);/~/  assert(pos >= 0);/~/  int status;/~/  //#ifdef _DEBUG/~/  //    long long total, available;/~/  //    status = pReader->Length(&total, &available);/~/  //    assert(status >= 0);/~/  //    assert((total < 0) || (available <= total));/~/  //    assert(pos < available);/~/  //    assert((available - pos) >= 1);  //assume here max u-int len is 8/~/  //#endif/~/  status = pReader->Read(pos, 1, &b);/~/  //#ifdef _DEBUG/~/  //    assert((available - pos) >= len);/~/  //#endif"
321,"long ContentEncoding::ParseCompressionEntry(
    long long start,
    long long size,
    IMkvReader* pReader,
    ContentCompression* compression) {
assert(pReader);
assert(compression);

long long pos = start;
const long long stop = start + size;

bool valid = false;


while (pos < stop) {
long long id, size;
    const long status = ParseElementHeader(pReader,
                                           pos,
                                           stop,
                                           id,
                                           size);
    if (status < 0)  //error
return status;

if (id == 0x254) {
// ContentCompAlgo
long long algo = UnserializeUInt(pReader, pos, size);
if (algo < 0)
return E_FILE_FORMAT_INVALID;
compression->algo = algo;
valid = true;
} else if (id == 0x255) {
// ContentCompSettings
if (size <= 0)
return E_FILE_FORMAT_INVALID;

const size_t buflen = static_cast<size_t>(size);
typedef unsigned char* buf_t;
const buf_t buf = new (std::nothrow) unsigned char[buflen];

if (buf == NULL)
return -1;

      const int read_status = pReader->Read(pos, buflen, buf);
if (read_status) {
        delete [] buf;
return status;
}

compression->settings = buf;

compression->settings_len = buflen;
}

    pos += size;  //consume payload
assert(pos <= stop);
}

// ContentCompAlgo is mandatory
if (!valid)
return E_FILE_FORMAT_INVALID;


return 0;
}
","[1, 2, 3, 4, 12, 13, 14, 15, 16, 17]","    long long start,/~/    long long size,/~/    IMkvReader* pReader,/~/    ContentCompression* compression) {/~/    const long status = ParseElementHeader(pReader,/~/                                           pos,/~/                                           stop,/~/                                           id,/~/                                           size);/~/    if (status < 0)  //error/~/      const int read_status = pReader->Read(pos, buflen, buf);/~/        delete [] buf;/~/    pos += size;  //consume payload"
322,"pvscsi_ring_init_data(PVSCSIRingInfo *m, PVSCSICmdDescSetupRings *ri)
{
int i;
uint32_t txr_len_log2, rxr_len_log2;
uint32_t req_ring_size, cmp_ring_size;
m->rs_pa = ri->ringsStatePPN << VMW_PAGE_SHIFT;

    if ((ri->reqRingNumPages > PVSCSI_SETUP_RINGS_MAX_NUM_PAGES)
        || (ri->cmpRingNumPages > PVSCSI_SETUP_RINGS_MAX_NUM_PAGES)) {
        return -1;
    }
req_ring_size = ri->reqRingNumPages * PVSCSI_MAX_NUM_REQ_ENTRIES_PER_PAGE;
cmp_ring_size = ri->cmpRingNumPages * PVSCSI_MAX_NUM_CMP_ENTRIES_PER_PAGE;
txr_len_log2 = pvscsi_log2(req_ring_size - 1);
}
","[6, 7, 8, 9, 13]",    if ((ri->reqRingNumPages > PVSCSI_SETUP_RINGS_MAX_NUM_PAGES)/~/        || (ri->cmpRingNumPages > PVSCSI_SETUP_RINGS_MAX_NUM_PAGES)) {/~/        return -1;/~/    }
323,"parse_netscreen_hex_dump(FILE_T fh, int pkt_len, const char *cap_int,
    const char *cap_dst, struct wtap_pkthdr *phdr, Buffer* buf,
    int *err, gchar **err_info)
{
	guint8	*pd;
	gchar	line[NETSCREEN_LINE_LENGTH];
	gchar	*p;
	int	n, i = 0, offset = 0;
	gchar	dststr[13];
/* Make sure we have enough room for the packet */
	ws_buffer_assure_space(buf, NETSCREEN_MAX_PACKET_LEN);
pd = ws_buffer_start_ptr(buf);

while(1) {

/* The last packet is not delimited by an empty line, but by EOF
* So accept EOF as a valid delimiter too
*/
if (file_gets(line, NETSCREEN_LINE_LENGTH, fh) == NULL) {
break;
}

/*
* Skip blanks.
* The number of blanks is not fixed - for wireless
* interfaces, there may be 14 extra spaces before
* the hex data.
*/
for (p = &line[0]; g_ascii_isspace(*p); p++)
;
/* packets are delimited with empty lines */
if (*p == '\0') {
break;
}

n = parse_single_hex_dump_line(p, pd, offset);

/* the smallest packet has a length of 6 bytes, if
* the first hex-data is less then check whether
* it is a info-line and act accordingly
*/
if (offset == 0 && n < 6) {
if (info_line(line)) {
if (++i <= NETSCREEN_MAX_INFOLINES) {
continue;
}
} else {
*err = WTAP_ERR_BAD_FILE;
*err_info = g_strdup(""netscreen: cannot parse hex-data"");
return FALSE;
}
}

/* If there is no more data and the line was not empty,
* then there must be an error in the file
*/
		if(n == -1) {
*err = WTAP_ERR_BAD_FILE;
*err_info = g_strdup(""netscreen: cannot parse hex-data"");
return FALSE;
}

/* Adjust the offset to the data that was just added to the buffer */
offset += n;

/* If there was more hex-data than was announced in the len=x
* header, then then there must be an error in the file
*/
		if(offset > pkt_len) {
*err = WTAP_ERR_BAD_FILE;
*err_info = g_strdup(""netscreen: too much hex-data"");
return FALSE;
}
}

/*
* Determine the encapsulation type, based on the
* first 4 characters of the interface name
*
* XXX	convert this to a 'case' structure when adding more
*	(non-ethernet) interfacetypes
*/
if (strncmp(cap_int, ""adsl"", 4) == 0) {
/* The ADSL interface can be bridged with or without
* PPP encapsulation. Check whether the first six bytes
* of the hex data are the same as the destination mac
* address in the header. If they are, assume ethernet
* LinkLayer or else PPP
*/
g_snprintf(dststr, 13, ""%02x%02x%02x%02x%02x%02x"",
pd[0], pd[1], pd[2], pd[3], pd[4], pd[5]);
if (strncmp(dststr, cap_dst, 12) == 0)
phdr->pkt_encap = WTAP_ENCAP_ETHERNET;
else
phdr->pkt_encap = WTAP_ENCAP_PPP;
}
else if (strncmp(cap_int, ""seri"", 4) == 0)
phdr->pkt_encap = WTAP_ENCAP_PPP;
else
phdr->pkt_encap = WTAP_ENCAP_ETHERNET;

phdr->caplen = offset;

return TRUE;
}
","[1, 2, 3, 15]","    const char *cap_dst, struct wtap_pkthdr *phdr, Buffer* buf,/~/    int *err, gchar **err_info)/~/{/~/	guint8	*pd;/~/	gchar	line[NETSCREEN_LINE_LENGTH];/~/	gchar	*p;/~/	int	n, i = 0, offset = 0;/~/	gchar	dststr[13];/~/	ws_buffer_assure_space(buf, NETSCREEN_MAX_PACKET_LEN);/~/		if(n == -1) {/~/		if(offset > pkt_len) {"
324,"l2tp_avp_print(netdissect_options *ndo, const u_char *dat, int length)
{
u_int len;
const uint16_t *ptr = (const uint16_t *)dat;
uint16_t attr_type;
int hidden = FALSE;

if (length <= 0) {
return;
}

ND_PRINT((ndo, "" ""));

ND_TCHECK(*ptr);	/* Flags & Length */
len = EXTRACT_16BITS(ptr) & L2TP_AVP_HDR_LEN_MASK;

/* If it is not long enough to contain the header, we'll give up. */
if (len < 6)
goto trunc;

/* If it goes past the end of the remaining length of the packet,
we'll give up. */
if (len > (u_int)length)
goto trunc;

/* If it goes past the end of the remaining length of the captured
data, we'll give up. */
ND_TCHECK2(*ptr, len);
	/* After this point, no need to worry about truncation *

if (EXTRACT_16BITS(ptr) & L2TP_AVP_HDR_FLAG_MANDATORY) {
ND_PRINT((ndo, ""*""));
}
if (EXTRACT_16BITS(ptr) & L2TP_AVP_HDR_FLAG_HIDDEN) {
hidden = TRUE;
ND_PRINT((ndo, ""?""));
}
ptr++;

if (EXTRACT_16BITS(ptr)) {
/* Vendor Specific Attribute */
ND_PRINT((ndo, ""VENDOR%04x:"", EXTRACT_16BITS(ptr))); ptr++;
ND_PRINT((ndo, ""ATTR%04x"", EXTRACT_16BITS(ptr))); ptr++;
ND_PRINT((ndo, ""(""));
print_octets(ndo, (const u_char *)ptr, len-6);
ND_PRINT((ndo, "")""));
} else {
/* IETF-defined Attributes */
ptr++;
attr_type = EXTRACT_16BITS(ptr); ptr++;
ND_PRINT((ndo, ""%s"", tok2str(l2tp_avp2str, ""AVP-#%u"", attr_type)));
ND_PRINT((ndo, ""(""));
if (hidden) {
ND_PRINT((ndo, ""???""));
} else {
switch (attr_type) {
case L2TP_AVP_MSGTYPE:
				l2tp_msgtype_print(ndo, (const u_char *)ptr);
break;
case L2TP_AVP_RESULT_CODE:
l2tp_result_code_print(ndo, (const u_char *)ptr, len-6);
break;
case L2TP_AVP_PROTO_VER:
				l2tp_proto_ver_print(ndo, ptr);
break;
case L2TP_AVP_FRAMING_CAP:
				l2tp_framing_cap_print(ndo, (const u_char *)ptr);
break;
case L2TP_AVP_BEARER_CAP:
				l2tp_bearer_cap_print(ndo, (const u_char *)ptr);
break;
case L2TP_AVP_TIE_BREAKER:
print_octets(ndo, (const u_char *)ptr, 8);
break;
case L2TP_AVP_FIRM_VER:
case L2TP_AVP_ASSND_TUN_ID:
case L2TP_AVP_RECV_WIN_SIZE:
case L2TP_AVP_ASSND_SESS_ID:
print_16bits_val(ndo, ptr);
break;
case L2TP_AVP_HOST_NAME:
case L2TP_AVP_VENDOR_NAME:
case L2TP_AVP_CALLING_NUMBER:
case L2TP_AVP_CALLED_NUMBER:
case L2TP_AVP_SUB_ADDRESS:
case L2TP_AVP_PROXY_AUTH_NAME:
case L2TP_AVP_PRIVATE_GRP_ID:
print_string(ndo, (const u_char *)ptr, len-6);
break;
case L2TP_AVP_CHALLENGE:
case L2TP_AVP_INI_RECV_LCP:
case L2TP_AVP_LAST_SENT_LCP:
case L2TP_AVP_LAST_RECV_LCP:
case L2TP_AVP_PROXY_AUTH_CHAL:
case L2TP_AVP_PROXY_AUTH_RESP:
case L2TP_AVP_RANDOM_VECTOR:
print_octets(ndo, (const u_char *)ptr, len-6);
break;
case L2TP_AVP_Q931_CC:
l2tp_q931_cc_print(ndo, (const u_char *)ptr, len-6);
break;
case L2TP_AVP_CHALLENGE_RESP:
print_octets(ndo, (const u_char *)ptr, 16);
break;
case L2TP_AVP_CALL_SER_NUM:
case L2TP_AVP_MINIMUM_BPS:
case L2TP_AVP_MAXIMUM_BPS:
case L2TP_AVP_TX_CONN_SPEED:
case L2TP_AVP_PHY_CHANNEL_ID:
case L2TP_AVP_RX_CONN_SPEED:
print_32bits_val(ndo, (const uint32_t *)ptr);
break;
case L2TP_AVP_BEARER_TYPE:
				l2tp_bearer_type_print(ndo, (const u_char *)ptr);
break;
case L2TP_AVP_FRAMING_TYPE:
				l2tp_framing_type_print(ndo, (const u_char *)ptr);
break;
case L2TP_AVP_PACKET_PROC_DELAY:
l2tp_packet_proc_delay_print(ndo);
break;
case L2TP_AVP_PROXY_AUTH_TYPE:
				l2tp_proxy_auth_type_print(ndo, (const u_char *)ptr);
break;
case L2TP_AVP_PROXY_AUTH_ID:
				l2tp_proxy_auth_id_print(ndo, (const u_char *)ptr);
break;
case L2TP_AVP_CALL_ERRORS:
				l2tp_call_errors_print(ndo, (const u_char *)ptr);
break;
case L2TP_AVP_ACCM:
				l2tp_accm_print(ndo, (const u_char *)ptr);
break;
case L2TP_AVP_SEQ_REQUIRED:
break;	/* No Attribute Value */
case L2TP_AVP_PPP_DISCON_CC:
l2tp_ppp_discon_cc_print(ndo, (const u_char *)ptr, len-6);
break;
default:
break;
}
}
ND_PRINT((ndo, "")""));
}

l2tp_avp_print(ndo, dat+len, length-len);
return;

trunc:
ND_PRINT((ndo, ""|...""));
}
",[23],"	/* After this point, no need to worry about truncation */~/				l2tp_msgtype_print(ndo, (const u_char *)ptr);/~/				l2tp_proto_ver_print(ndo, ptr);/~/				l2tp_framing_cap_print(ndo, (const u_char *)ptr);/~/				l2tp_bearer_cap_print(ndo, (const u_char *)ptr);/~/				l2tp_bearer_type_print(ndo, (const u_char *)ptr);/~/				l2tp_framing_type_print(ndo, (const u_char *)ptr);/~/				l2tp_proxy_auth_type_print(ndo, (const u_char *)ptr);/~/				l2tp_proxy_auth_id_print(ndo, (const u_char *)ptr);/~/				l2tp_call_errors_print(ndo, (const u_char *)ptr);/~/				l2tp_accm_print(ndo, (const u_char *)ptr);"
325,"bool GDataDirectory::FromProto(const GDataDirectoryProto& proto) {
DCHECK(proto.gdata_entry().file_info().is_directory());
DCHECK(!proto.gdata_entry().has_file_specific_info());

for (int i = 0; i < proto.child_files_size(); ++i) {
    scoped_ptr<GDataFile> file(new GDataFile(NULL, directory_service_));
if (!file->FromProto(proto.child_files(i))) {
RemoveChildren();
return false;
}
AddEntry(file.release());
}
for (int i = 0; i < proto.child_directories_size(); ++i) {
    scoped_ptr<GDataDirectory> dir(new GDataDirectory(NULL,
                                                      directory_service_));
if (!dir->FromProto(proto.child_directories(i))) {
RemoveChildren();
return false;
}
AddEntry(dir.release());
}

// The states of the directory should be updated after children are
// handled successfully, so that incomplete states are not left.
if (!GDataEntry::FromProto(proto.gdata_entry()))
return false;

return true;
}
","[4, 12, 13]","    scoped_ptr<GDataFile> file(new GDataFile(NULL, directory_service_));/~/    scoped_ptr<GDataDirectory> dir(new GDataDirectory(NULL,/~/                                                      directory_service_));"
326,"do_prefetch_tables (const void *gcmM, size_t gcmM_size)
{
prefetch_table(gcmM, gcmM_size);
  prefetch_table(gcmR, sizeof(gcmR));
}
",[3],"  prefetch_table(gcmR, sizeof(gcmR));"
327,"WebsiteSettings* website_settings() {
if (!website_settings_.get()) {
website_settings_.reset(new WebsiteSettings(
mock_ui(), profile(), tab_specific_content_settings(),
          infobar_service(), url(), ssl(), cert_store()));
}
return website_settings_.get();
}
",[4],"          infobar_service(), url(), ssl(), cert_store()));"
328,"get_caller_uid (GDBusMethodInvocation *context, gint *uid)
{
        PolkitSubject *subject;
        PolkitSubject *process;

        subject = polkit_system_bus_name_new (g_dbus_method_invocation_get_sender (context));
        process = polkit_system_bus_name_get_process_sync (POLKIT_SYSTEM_BUS_NAME (subject), NULL, NULL);
        if (!process) {
                g_object_unref (subject);
return FALSE;
}

        *uid = polkit_unix_process_get_uid (POLKIT_UNIX_PROCESS (process));
        g_object_unref (subject);
        g_object_unref (process);

return TRUE;
}
","[2, 3, 4, 5, 6, 7, 10, 11, 12]","        PolkitSubject *subject;/~/        PolkitSubject *process;/~/        subject = polkit_system_bus_name_new (g_dbus_method_invocation_get_sender (context));/~/        process = polkit_system_bus_name_get_process_sync (POLKIT_SYSTEM_BUS_NAME (subject), NULL, NULL);/~/        if (!process) {/~/                g_object_unref (subject);/~/        *uid = polkit_unix_process_get_uid (POLKIT_UNIX_PROCESS (process));/~/        g_object_unref (subject);/~/        g_object_unref (process);"
329,"const Chapters::Display* Chapters::Atom::GetDisplay(int index) const
{
    if (index < 0)
        return NULL;
    if (index >= m_displays_count)
        return NULL;
    return m_displays + index;
}
","[1, 2, 3, 4, 5, 6, 7]",{/~/    if (index < 0)/~/        return NULL;/~/    if (index >= m_displays_count)/~/        return NULL;/~/    return m_displays + index;/~/}
330,"SYSCALL_DEFINE6(move_pages, pid_t, pid, unsigned long, nr_pages,
const void __user * __user *, pages,
const int __user *, nodes,
int __user *, status, int, flags)
{
	const struct cred *cred = current_cred(), *tcred;
struct task_struct *task;
struct mm_struct *mm;
int err;
nodemask_t task_nodes;

/* Check flags */
if (flags & ~(MPOL_MF_MOVE|MPOL_MF_MOVE_ALL))
return -EINVAL;

if ((flags & MPOL_MF_MOVE_ALL) && !capable(CAP_SYS_NICE))
return -EPERM;

/* Find the mm_struct */
rcu_read_lock();
task = pid ? find_task_by_vpid(pid) : current;
if (!task) {
rcu_read_unlock();
return -ESRCH;
}
get_task_struct(task);

/*
* Check if this process has the right to modify the specified
	 * process. The right exists if the process has administrative
	 * capabilities, superuser privileges or the same
	 * userid as the target process.
*/
	tcred = __task_cred(task);
	if (!uid_eq(cred->euid, tcred->suid) && !uid_eq(cred->euid, tcred->uid) &&
	    !uid_eq(cred->uid,  tcred->suid) && !uid_eq(cred->uid,  tcred->uid) &&
	    !capable(CAP_SYS_NICE)) {
rcu_read_unlock();
err = -EPERM;
goto out;
}
rcu_read_unlock();

err = security_task_movememory(task);
if (err)
goto out;

task_nodes = cpuset_mems_allowed(task);
mm = get_task_mm(task);
put_task_struct(task);

if (!mm)
return -EINVAL;

if (nodes)
err = do_pages_move(mm, task_nodes, nr_pages, pages,
nodes, status, flags);
else
err = do_pages_stat(mm, nr_pages, pages, status);

mmput(mm);
return err;

out:
put_task_struct(task);
return err;
}
","[5, 25, 26, 27, 29, 30, 31, 32]","	const struct cred *cred = current_cred(), *tcred;/~/	 * process. The right exists if the process has administrative/~/	 * capabilities, superuser privileges or the same/~/	 * userid as the target process./~/	tcred = __task_cred(task);/~/	if (!uid_eq(cred->euid, tcred->suid) && !uid_eq(cred->euid, tcred->uid) &&/~/	    !uid_eq(cred->uid,  tcred->suid) && !uid_eq(cred->uid,  tcred->uid) &&/~/	    !capable(CAP_SYS_NICE)) {"
331,"ikev2_auth_print(netdissect_options *ndo, u_char tpay,
const struct isakmp_gen *ext,
u_int item_len _U_, const u_char *ep,
uint32_t phase _U_, uint32_t doi _U_,
uint32_t proto _U_, int depth _U_)
{
struct ikev2_auth a;
const char *v2_auth[]={ ""invalid"", ""rsasig"",
""shared-secret"", ""dsssig"" };
const u_char *authdata = (const u_char*)ext + sizeof(a);
unsigned int len;

	ND_TCHECK(*ext);
UNALIGNED_MEMCPY(&a, ext, sizeof(a));
ikev2_pay_print(ndo, NPSTR(tpay), a.h.critical);
len = ntohs(a.h.len);

/*
* Our caller has ensured that the length is >= 4.
*/
ND_PRINT((ndo,"" len=%u method=%s"", len-4,
STR_OR_ID(a.auth_method, v2_auth)));
if (len > 4) {
if (ndo->ndo_vflag > 1) {
ND_PRINT((ndo, "" authdata=(""));
if (!rawprint(ndo, (const uint8_t *)authdata, len - sizeof(a)))
goto trunc;
ND_PRINT((ndo, "") ""));
} else if (ndo->ndo_vflag) {
if (!ike_show_somedata(ndo, authdata, ep))
goto trunc;
}
}

return (const u_char *)ext + len;
trunc:
ND_PRINT((ndo,"" [|%s]"", NPSTR(tpay)));
return NULL;
}
",[11],	ND_TCHECK(*ext);
332,"static int skt_write(int fd, const void *p, size_t len)
{
int sent;
struct pollfd pfd;

FNLOG();

pfd.fd = fd;
pfd.events = POLLOUT;


/* poll for 500 ms */

/* send time out */
    if (poll(&pfd, 1, 500) == 0)
return 0;

ts_log(""skt_write"", len, NULL);

    if ((sent = send(fd, p, len, MSG_NOSIGNAL)) == -1)
{
ERROR(""write failed with errno=%d\n"", errno);
return -1;
}

return sent;
}
","[9, 12]","    if (poll(&pfd, 1, 500) == 0)/~/    if ((sent = send(fd, p, len, MSG_NOSIGNAL)) == -1)"
333,"png_inflate(png_structp png_ptr, const png_byte *data, png_size_t size,
png_bytep output, png_size_t output_size)
{
png_size_t count = 0;

png_ptr->zstream.next_in = (png_bytep)data; /* const_cast: VALID */
png_ptr->zstream.avail_in = size;

while (1)
{
int ret, avail;

/* Reset the output buffer each time round - we empty it
* after every inflate call.
*/
png_ptr->zstream.next_out = png_ptr->zbuf;
png_ptr->zstream.avail_out = png_ptr->zbuf_size;

ret = inflate(&png_ptr->zstream, Z_NO_FLUSH);
avail = png_ptr->zbuf_size - png_ptr->zstream.avail_out;

/* First copy/count any new output - but only if we didn't
* get an error code.
*/
if ((ret == Z_OK || ret == Z_STREAM_END) && avail > 0)
{
if (output != 0 && output_size > count)
{
            int copy = output_size - count;
            if (avail < copy) copy = avail;
png_memcpy(output + count, png_ptr->zbuf, copy);
}
count += avail;
}

if (ret == Z_OK)
continue;

/* Termination conditions - always reset the zstream, it
* must be left in inflateInit state.
*/
png_ptr->zstream.avail_in = 0;
inflateReset(&png_ptr->zstream);

if (ret == Z_STREAM_END)
return count; /* NOTE: may be zero. */

/* Now handle the error codes - the API always returns 0
* and the error message is dumped into the uncompressed
* buffer if available.
*/
{
PNG_CONST char *msg;
if (png_ptr->zstream.msg != 0)
msg = png_ptr->zstream.msg;
else
{
#if defined(PNG_STDIO_SUPPORTED) && !defined(_WIN32_WCE)
char umsg[52];

switch (ret)
{
case Z_BUF_ERROR:
msg = ""Buffer error in compressed datastream in %s chunk"";
break;
case Z_DATA_ERROR:
msg = ""Data error in compressed datastream in %s chunk"";
break;
default:
msg = ""Incomplete compressed datastream in %s chunk"";
break;
}

png_snprintf(umsg, sizeof umsg, msg, png_ptr->chunk_name);
msg = umsg;
#else
msg = ""Damaged compressed datastream in chunk other than IDAT"";
#endif
}

png_warning(png_ptr, msg);
}

/* 0 means an error - notice that this code simple ignores
* zero length compressed chunks as a result.
*/
return 0;
}
}
","[23, 24]",            int copy = output_size - count;/~/            if (avail < copy) copy = avail;
